route,sample,venue,bridg_listed,bridg_compare_only,direct_out,direct_fixed_fee,direct_out_fee_adj,direct_cmp,gap_bps,bridg_fee_observed,gap_ex_bridg_fee_bps,gap_s,venue_status,direct_note,bridg_requestStart,bridg_quoteVisible,venue_requestStart,venue_quoteVisible,run_id
Base->SOL,2,layerswap,99.591884,False,99.673535,,,99.673535,-8.17,0.05,-3.17,1.156,OK,,2026-09-23T09:45:14.883Z,2026-09-23T09:45:16.035Z,2026-09-23T09:45:14.882Z,2026-09-23T09:45:17.191Z,c08f790918d2
Base->SOL,2,meson,99.45025,False,99.6,,,99.6,-14.97,0.05,-9.97,0.772,OK,,2026-09-23T09:45:14.883Z,2026-09-23T09:45:16.035Z,2026-09-23T09:45:14.886Z,2026-09-23T09:45:15.263Z,c08f790918d2
Base->SOL,2,simpleswap,97.699746,False,,,,,,0.05,,,NO_QUOTE,selected card: None; best card None,2026-09-23T09:45:14.883Z,2026-09-23T09:45:16.035Z,2026-09-23T09:45:14.886Z,,c08f790918d2
Base->SOL,2,skip-go,99.681579,False,99.71585,,,99.71585,-3.43,0.05,1.57,1.32,OK,,2026-09-23T09:45:14.883Z,2026-09-23T09:45:16.035Z,2026-09-23T09:45:14.883Z,2026-09-23T09:45:17.355Z,c08f790918d2
Base->SOL,2,symbiosis,98.40826,False,98.395017,,,98.395017,1.32,0.05,6.32,2.218,OK,,2026-09-23T09:45:14.883Z,2026-09-23T09:45:16.035Z,2026-09-23T09:45:14.883Z,2026-09-23T09:45:18.253Z,c08f790918d2
SOL->ETH,3,relay,99.681636,False,99.890369,,,99.890369,-20.87,0.05,-15.87,0.831,OK,,2026-09-23T09:46:22.196Z,2026-09-23T09:46:23.222Z,2026-09-23T09:46:22.193Z,2026-09-23T09:46:24.053Z,776de53a26df
SOL->ETH,3,debridge,98.66315,False,99.880033,1.7011,98.178933,98.178933,48.42,0.05,53.42,1.084,OK,+1.7011 USDC charged on top of 100 input (subtracted),2026-09-23T09:46:22.196Z,2026-09-23T09:46:23.222Z,2026-09-23T09:46:22.194Z,2026-09-23T09:46:24.306Z,776de53a26df
SOL->ETH,3,lifi,98.969007,False,99.890369,,,99.890369,-92.14,0.05,-87.14,2.905,OK,Jumper Best Return via Relay; max route 99.99,2026-09-23T09:46:22.196Z,2026-09-23T09:46:23.222Z,2026-09-23T09:46:22.196Z,2026-09-23T09:46:26.127Z,776de53a26df
SOL->ETH,3,across,99.940005,False,99.99,,,99.99,-5.0,0.05,0.0,0.095,OK,,2026-09-23T09:46:22.196Z,2026-09-23T09:46:23.222Z,2026-09-23T09:46:22.193Z,2026-09-23T09:46:23.317Z,776de53a26df
SOL->ETH,3,mayan,99.219544,True,99.4068,,,99.4068,-18.73,0.05,-13.73,0.184,OK,Swift v2; UI shows 4 dp,2026-09-23T09:46:22.196Z,2026-09-23T09:46:23.222Z,2026-09-23T09:46:22.192Z,2026-09-23T09:46:23.406Z,776de53a26df
SOL->ETH,3,allbridge,99.85005,True,99.9,0.014509,,99.9,-5.0,0.05,0.0,0.025,OK,"+0.014509 SOL (relayer fee, fee=native) charged on top of 100 input (not converted)",2026-09-23T09:46:22.196Z,2026-09-23T09:46:23.222Z,2026-09-23T09:46:22.194Z,2026-09-23T09:46:23.247Z,776de53a26df
SOL->ETH,3,cctp,98.677072,True,99.99,,,99.99,-131.29,0.05,-126.29,2.215,OK,via Portal (CCTPv2StandardExecutorRoute); executor fee hidden until wallet connect,2026-09-23T09:46:22.196Z,2026-09-23T09:46:23.222Z,2026-09-23T09:46:22.197Z,2026-09-23T09:46:25.437Z,776de53a26df
SOL->ETH,3,husher,99.2,False,99.05,,,99.05,15.0,0.05,20.0,0.309,OK,,2026-09-23T09:46:22.196Z,2026-09-23T09:46:23.222Z,2026-09-23T09:46:22.196Z,2026-09-23T09:46:23.531Z,776de53a26df
SOL->ETH,3,layerswap,99.545942,False,99.730239,,,99.730239,-18.43,0.05,-13.43,1.29,OK,,2026-09-23T09:46:22.196Z,2026-09-23T09:46:23.222Z,2026-09-23T09:46:22.193Z,2026-09-23T09:46:24.512Z,776de53a26df
SOL->ETH,3,meson,99.85005,True,99.72,,,99.72,13.0,0.05,18.0,0.706,OK,,2026-09-23T09:46:22.196Z,2026-09-23T09:46:23.222Z,2026-09-23T09:46:22.197Z,2026-09-23T09:46:22.516Z,776de53a26df
SOL->ETH,3,simpleswap,97.449974,False,98.198906,,,98.198906,-74.89,0.05,-69.89,5.02,OK,selected card: Best rate / Decentralized; best card 98.198906,2026-09-23T09:46:22.196Z,2026-09-23T09:46:23.222Z,2026-09-23T09:46:22.197Z,2026-09-23T09:46:28.242Z,776de53a26df
SOL->ETH,3,skip-go,99.683142,False,99.72108,,,99.72108,-3.79,0.05,1.21,1.621,OK,,2026-09-23T09:46:22.196Z,2026-09-23T09:46:23.222Z,2026-09-23T09:46:22.195Z,2026-09-23T09:46:24.843Z,776de53a26df
SOL->ETH,3,symbiosis,98.93973,False,98.943273,,,98.943273,-0.35,0.05,4.65,1.739,OK,,2026-09-23T09:46:22.196Z,2026-09-23T09:46:23.222Z,2026-09-23T09:46:22.195Z,2026-09-23T09:46:24.961Z,776de53a26df
SOL->ETH,3,simpleswap,97.465605,False,98.198906,,,98.198906,-73.33,0.05,-68.33,1.83,OK,selected card: Best rate / Decentralized; best card 98.198906,2026-09-23T09:46:39.564Z,2026-09-23T09:46:40.434Z,2026-09-23T09:46:39.564Z,2026-09-23T09:46:42.264Z,7c4ebea3d9c9
ETH->SOL,3,relay,99.690292,False,99.945573,,,99.945573,-25.53,0.05,-20.53,1.103,OK,,2026-09-23T09:47:06.230Z,2026-09-23T09:47:07.259Z,2026-09-23T09:47:06.230Z,2026-09-23T09:47:08.362Z,c48a451422d5
ETH->SOL,3,debridge,98.785356,False,99.920018,1.1412,98.778818,98.778818,0.65,0.05,5.65,0.29,OK,+1.1412 USDC charged on top of 100 input (subtracted),2026-09-23T09:47:06.230Z,2026-09-23T09:47:07.259Z,2026-09-23T09:47:06.230Z,2026-09-23T09:47:07.549Z,c48a451422d5
ETH->SOL,3,lifi,98.983074,False,99.945573,,,99.945573,-96.25,0.05,-91.25,1.313,OK,Jumper Best Return via Relay; max route 100.0,2026-09-23T09:47:06.230Z,2026-09-23T09:47:07.259Z,2026-09-23T09:47:06.232Z,2026-09-23T09:47:08.572Z,c48a451422d5
ETH->SOL,3,across,,,99.99,,,99.99,,0.05,,0.106,OK,,2026-09-23T09:47:06.230Z,2026-09-23T09:47:07.259Z,2026-09-23T09:47:06.230Z,2026-09-23T09:47:07.365Z,c48a451422d5
ETH->SOL,3,mayan,99.45024,False,99.4999,,,99.4999,-4.97,0.05,0.03,0.209,OK,Swift v2; UI shows 4 dp,2026-09-23T09:47:06.230Z,2026-09-23T09:47:07.259Z,2026-09-23T09:47:06.229Z,2026-09-23T09:47:07.468Z,c48a451422d5
ETH->SOL,3,allbridge,99.85005,False,99.9,0.000137,,99.9,-5.0,0.05,0.0,0.159,OK,"+0.000137 ETH (relayer fee, fee=native) charged on top of 100 input (not converted)",2026-09-23T09:47:06.230Z,2026-09-23T09:47:07.259Z,2026-09-23T09:47:06.232Z,2026-09-23T09:47:07.418Z,c48a451422d5
ETH->SOL,3,cctp,99.800658,False,99.980001,,,99.980001,-17.93,0.05,-12.93,2.482,OK,via Portal (CCTPv2FastExecutorRoute); executor fee hidden until wallet connect,2026-09-23T09:47:06.230Z,2026-09-23T09:47:07.259Z,2026-09-23T09:47:06.232Z,2026-09-23T09:47:09.741Z,c48a451422d5
ETH->SOL,3,husher,99.45025,False,99.35,,,99.35,10.03,0.05,15.03,0.532,OK,,2026-09-23T09:47:06.230Z,2026-09-23T09:47:07.259Z,2026-09-23T09:47:06.233Z,2026-09-23T09:47:07.791Z,c48a451422d5
ETH->SOL,3,layerswap,99.591815,False,99.673465,,,99.673465,-8.16,0.05,-3.16,1.182,OK,,2026-09-23T09:47:06.230Z,2026-09-23T09:47:07.259Z,2026-09-23T09:47:06.229Z,2026-09-23T09:47:08.441Z,c48a451422d5
ETH->SOL,3,meson,99.45025,False,99.1,,,99.1,35.03,0.05,40.03,0.745,OK,,2026-09-23T09:47:06.230Z,2026-09-23T09:47:07.259Z,2026-09-23T09:47:06.233Z,2026-09-23T09:47:06.514Z,c48a451422d5
ETH->SOL,3,simpleswap,97.119404,False,98.485152,,,98.485152,-136.57,0.05,-131.57,1.819,OK,selected card: Best rate / Decentralized; best card 98.485152,2026-09-23T09:47:06.230Z,2026-09-23T09:47:07.259Z,2026-09-23T09:47:06.233Z,2026-09-23T09:47:09.078Z,c48a451422d5
ETH->SOL,3,skip-go,99.681579,False,99.71945,,,99.71945,-3.79,0.05,1.21,1.399,OK,,2026-09-23T09:47:06.230Z,2026-09-23T09:47:07.259Z,2026-09-23T09:47:06.231Z,2026-09-23T09:47:08.658Z,c48a451422d5
ETH->SOL,3,symbiosis,98.940863,False,98.940863,,,98.940863,0.0,0.05,5.0,1.47,OK,,2026-09-23T09:47:06.230Z,2026-09-23T09:47:07.259Z,2026-09-23T09:47:06.230Z,2026-09-23T09:47:08.729Z,c48a451422d5
SOL->BSC,3,relay,99.59385,False,99.644547,,,99.644547,-5.07,0.1,4.93,1.068,OK,,2026-09-23T09:47:33.489Z,2026-09-23T09:47:34.465Z,2026-09-23T09:47:33.489Z,2026-09-23T09:47:35.533Z,dfe30ca78a00
SOL->BSC,3,debridge,98.646816,False,99.880032,1.7779,98.102132,98.102132,54.47,0.1,64.47,1.069,OK,+1.7779 USDC charged on top of 100 input (subtracted),2026-09-23T09:47:33.489Z,2026-09-23T09:47:34.465Z,2026-09-23T09:47:33.489Z,2026-09-23T09:47:35.534Z,dfe30ca78a00
SOL->BSC,3,lifi,99.17842,False,99.930665,,,99.930665,-75.22,0.1,-65.22,0.629,OK,Jumper Best Return via Mayan (Swift); max route 99.930665,2026-09-23T09:47:33.489Z,2026-09-23T09:47:34.465Z,2026-09-23T09:47:33.490Z,2026-09-23T09:47:35.094Z,dfe30ca78a00
SOL->BSC,3,across,,,99.982061,,,99.982061,,0.1,,0.325,OK,,2026-09-23T09:47:33.489Z,2026-09-23T09:47:34.465Z,2026-09-23T09:47:33.489Z,2026-09-23T09:47:34.790Z,dfe30ca78a00
SOL->BSC,3,mayan,99.880715,True,99.93,,,99.93,-4.93,0.1,5.07,0.207,OK,Swift v2; UI shows 2 dp,2026-09-23T09:47:33.489Z,2026-09-23T09:47:34.465Z,2026-09-23T09:47:33.488Z,2026-09-23T09:47:34.672Z,dfe30ca78a00
SOL->BSC,3,husher,99.7501,False,99.65,,,99.65,10.01,0.1,20.01,0.315,OK,,2026-09-23T09:47:33.489Z,2026-09-23T09:47:34.465Z,2026-09-23T09:47:33.491Z,2026-09-23T09:47:34.780Z,dfe30ca78a00
SOL->BSC,3,layerswap,99.678443,False,99.863082,,,99.863082,-18.46,0.05,-13.46,0.972,OK,,2026-09-23T09:47:33.489Z,2026-09-23T09:47:34.465Z,2026-09-23T09:47:33.488Z,2026-09-23T09:47:35.437Z,dfe30ca78a00
SOL->BSC,3,meson,99.85005,True,99.88,,,99.88,-2.99,0.1,7.01,0.703,OK,,2026-09-23T09:47:33.489Z,2026-09-23T09:47:34.465Z,2026-09-23T09:47:33.491Z,2026-09-23T09:47:33.762Z,dfe30ca78a00
SOL->BSC,3,simpleswap,97.600986,False,98.139,,,98.139,-53.8,0.1,-43.8,1.791,OK,selected card: Best rate; best card 98.139,2026-09-23T09:47:33.489Z,2026-09-23T09:47:34.465Z,2026-09-23T09:47:33.490Z,2026-09-23T09:47:36.256Z,dfe30ca78a00
BSC->SOL,3,relay,99.629901,False,99.885571,,,99.885571,-25.57,0.05,-20.57,0.838,OK,,2026-09-23T09:47:59.250Z,2026-09-23T09:48:00.204Z,2026-09-23T09:47:59.250Z,2026-09-23T09:48:01.042Z,40e4489bde0f
BSC->SOL,3,debridge,98.877176,False,99.920017,1.0437,98.876317,98.876317,0.09,0.05,5.09,0.332,OK,+1.0437 USDC charged on top of 100 input (subtracted),2026-09-23T09:47:59.250Z,2026-09-23T09:48:00.204Z,2026-09-23T09:47:59.250Z,2026-09-23T09:48:00.536Z,40e4489bde0f
BSC->SOL,3,lifi,98.864007,False,99.885571,,,99.885571,-102.16,0.0,-102.16,1.114,OK,Jumper Best Return via Relay; max route 99.885571,2026-09-23T09:47:59.250Z,2026-09-23T09:48:00.204Z,2026-09-23T09:47:59.251Z,2026-09-23T09:48:01.318Z,40e4489bde0f
BSC->SOL,3,across,,,99.982061,,,99.982061,,0.05,,0.34,OK,,2026-09-23T09:47:59.250Z,2026-09-23T09:48:00.204Z,2026-09-23T09:47:59.249Z,2026-09-23T09:48:00.544Z,40e4489bde0f
BSC->SOL,3,mayan,99.631328,False,99.681,,,99.681,-4.97,0.05,0.03,0.249,OK,Swift v2; UI shows 3 dp,2026-09-23T09:47:59.250Z,2026-09-23T09:48:00.204Z,2026-09-23T09:47:59.248Z,2026-09-23T09:48:00.453Z,40e4489bde0f
BSC->SOL,3,husher,99.45025,False,99.35,,,99.35,10.03,0.05,15.03,0.31,OK,,2026-09-23T09:47:59.250Z,2026-09-23T09:48:00.204Z,2026-09-23T09:47:59.252Z,2026-09-23T09:48:00.514Z,40e4489bde0f
BSC->SOL,3,layerswap,99.496348,False,99.625611,,,99.625611,-12.93,0.05,-7.93,1.282,OK,,2026-09-23T09:47:59.250Z,2026-09-23T09:48:00.204Z,2026-09-23T09:47:59.249Z,2026-09-23T09:48:01.486Z,40e4489bde0f
BSC->SOL,3,meson,99.45025,False,99.6,,,99.6,-14.97,0.05,-9.97,0.671,OK,,2026-09-23T09:47:59.250Z,2026-09-23T09:48:00.204Z,2026-09-23T09:47:59.252Z,2026-09-23T09:47:59.533Z,40e4489bde0f
BSC->SOL,3,simpleswap,97.553824,False,98.180301,,,98.180301,-62.65,0.05,-57.65,1.835,OK,selected card: Best rate; best card 98.180301,2026-09-23T09:47:59.250Z,2026-09-23T09:48:00.204Z,2026-09-23T09:47:59.251Z,2026-09-23T09:48:02.039Z,40e4489bde0f
BSC->SOL,3,symbiosis,98.419773,False,98.419773,,,98.419773,0.0,0.05,5.0,1.735,OK,,2026-09-23T09:47:59.250Z,2026-09-23T09:48:00.204Z,2026-09-23T09:47:59.250Z,2026-09-23T09:48:01.939Z,40e4489bde0f
SOL->Base,3,relay,99.902247,False,99.951452,,,99.951452,-4.92,0.05,0.08,1.051,OK,,2026-09-23T09:48:26.939Z,2026-09-23T09:48:28.001Z,2026-09-23T09:48:26.939Z,2026-09-23T09:48:29.052Z,8681b2445738
SOL->Base,3,debridge,98.853221,False,99.880033,1.5705,98.309533,98.309533,54.37,0.05,59.37,0.751,OK,+1.5705 USDC charged on top of 100 input (subtracted),2026-09-23T09:48:26.939Z,2026-09-23T09:48:28.001Z,2026-09-23T09:48:26.940Z,2026-09-23T09:48:28.752Z,8681b2445738
SOL->Base,3,lifi,99.500625,False,100.0,,,100.0,-49.94,0.05,-44.94,1.04,OK,Jumper Best Return via Eco; max route 100.0,2026-09-23T09:48:26.939Z,2026-09-23T09:48:28.001Z,2026-09-23T09:48:26.940Z,2026-09-23T09:48:29.041Z,8681b2445738
SOL->Base,3,across,99.940005,False,99.99,,,99.99,-5.0,0.05,0.0,0.004,OK,,2026-09-23T09:48:26.939Z,2026-09-23T09:48:28.001Z,2026-09-23T09:48:26.939Z,2026-09-23T09:48:27.997Z,8681b2445738
SOL->Base,3,mayan,99.877725,True,99.927,,,99.927,-4.93,0.05,0.07,0.249,OK,Swift v2; UI shows 3 dp,2026-09-23T09:48:26.939Z,2026-09-23T09:48:28.001Z,2026-09-23T09:48:26.938Z,2026-09-23T09:48:28.250Z,8681b2445738
SOL->Base,3,allbridge,99.85005,True,99.9,0.002418,,99.9,-5.0,0.05,0.0,0.105,OK,"+0.002418 SOL (relayer fee, fee=native) charged on top of 100 input (not converted)",2026-09-23T09:48:26.939Z,2026-09-23T09:48:28.001Z,2026-09-23T09:48:26.940Z,2026-09-23T09:48:28.106Z,8681b2445738
SOL->Base,3,cctp,99.863177,True,99.99,,,99.99,-12.68,0.05,-7.68,2.679,OK,via Portal (CCTPv2StandardExecutorRoute); executor fee hidden until wallet connect,2026-09-23T09:48:26.939Z,2026-09-23T09:48:28.001Z,2026-09-23T09:48:26.941Z,2026-09-23T09:48:30.680Z,8681b2445738
SOL->Base,3,husher,99.5502,False,99.45,,,99.45,10.02,0.05,15.02,0.159,OK,,2026-09-23T09:48:26.939Z,2026-09-23T09:48:28.001Z,2026-09-23T09:48:26.941Z,2026-09-23T09:48:28.160Z,8681b2445738
SOL->Base,3,layerswap,99.679659,False,99.864301,,,99.864301,-18.46,0.05,-13.46,1.362,OK,,2026-09-23T09:48:26.939Z,2026-09-23T09:48:28.001Z,2026-09-23T09:48:26.938Z,2026-09-23T09:48:29.363Z,8681b2445738
SOL->Base,3,meson,99.85005,True,99.86,,,99.86,-1.0,0.05,4.0,0.696,OK,,2026-09-23T09:48:26.939Z,2026-09-23T09:48:28.001Z,2026-09-23T09:48:26.942Z,2026-09-23T09:48:27.305Z,8681b2445738
SOL->Base,3,simpleswap,97.537421,False,98.494293,,,98.494293,-95.69,0.05,-90.69,2.056,OK,selected card: Best rate / Decentralized; best card 98.494293,2026-09-23T09:48:26.939Z,2026-09-23T09:48:28.001Z,2026-09-23T09:48:26.942Z,2026-09-23T09:48:30.057Z,8681b2445738
SOL->Base,3,skip-go,99.947174,False,99.98517,,,99.98517,-3.8,0.05,1.2,1.231,OK,,2026-09-23T09:48:26.939Z,2026-09-23T09:48:28.001Z,2026-09-23T09:48:26.939Z,2026-09-23T09:48:29.232Z,8681b2445738
Base->SOL,3,relay,99.690132,False,99.94557,,,99.94557,-25.54,0.05,-20.54,1.078,OK,,2026-09-23T09:48:54.108Z,2026-09-23T09:48:54.951Z,2026-09-23T09:48:54.108Z,2026-09-23T09:48:56.029Z,7e381f71c289
Base->SOL,3,debridge,98.879622,False,99.920018,1.0412,98.878818,98.878818,0.08,0.05,5.08,0.576,OK,+1.0412 USDC charged on top of 100 input (subtracted),2026-09-23T09:48:54.108Z,2026-09-23T09:48:54.951Z,2026-09-23T09:48:54.108Z,2026-09-23T09:48:55.527Z,7e381f71c289
Base->SOL,3,lifi,98.982756,False,100.0,,,100.0,-101.72,0.05,-96.72,1.349,OK,Jumper Best Return via Polymer (Standard); max route 100.0,2026-09-23T09:48:54.108Z,2026-09-23T09:48:54.951Z,2026-09-23T09:48:54.110Z,2026-09-23T09:48:56.300Z,7e381f71c289
Base->SOL,3,across,,,99.987,,,99.987,,0.05,,0.306,OK,,2026-09-23T09:48:54.108Z,2026-09-23T09:48:54.951Z,2026-09-23T09:48:54.107Z,2026-09-23T09:48:55.257Z,7e381f71c289
Base->SOL,3,mayan,99.630927,False,99.68,,,99.68,-4.91,0.05,0.09,0.704,OK,Swift v2; UI shows 2 dp,2026-09-23T09:48:54.108Z,2026-09-23T09:48:54.951Z,2026-09-23T09:48:54.107Z,2026-09-23T09:48:55.655Z,7e381f71c289
Base->SOL,3,allbridge,99.85005,False,99.9,0.000136,,99.9,-5.0,0.05,0.0,0.355,OK,"+0.000136 ETH (relayer fee, fee=native) charged on top of 100 input (not converted)",2026-09-23T09:48:54.108Z,2026-09-23T09:48:54.951Z,2026-09-23T09:48:54.110Z,2026-09-23T09:48:55.306Z,7e381f71c289
Base->SOL,3,cctp,99.783158,False,99.977001,,,99.977001,-19.38,0.05,-14.38,2.767,OK,via Portal (CCTPv2FastExecutorRoute); executor fee hidden until wallet connect,2026-09-23T09:48:54.108Z,2026-09-23T09:48:54.951Z,2026-09-23T09:48:54.111Z,2026-09-23T09:48:57.718Z,7e381f71c289
Base->SOL,3,husher,99.45025,False,99.35,,,99.35,10.03,0.05,15.03,0.498,OK,,2026-09-23T09:48:54.108Z,2026-09-23T09:48:54.951Z,2026-09-23T09:48:54.111Z,2026-09-23T09:48:55.449Z,7e381f71c289
Base->SOL,3,layerswap,99.591835,False,99.673486,,,99.673486,-8.17,0.05,-3.17,1.26,OK,,2026-09-23T09:48:54.108Z,2026-09-23T09:48:54.951Z,2026-09-23T09:48:54.107Z,2026-09-23T09:48:56.211Z,7e381f71c289
Base->SOL,3,meson,99.45025,False,99.6,,,99.6,-14.97,0.05,-9.97,0.442,OK,,2026-09-23T09:48:54.108Z,2026-09-23T09:48:54.951Z,2026-09-23T09:48:54.112Z,2026-09-23T09:48:54.509Z,7e381f71c289
Base->SOL,3,simpleswap,97.699893,False,98.490632,,,98.490632,-79.07,0.05,-74.07,2.138,OK,selected card: Best rate / Decentralized; best card 98.490632,2026-09-23T09:48:54.108Z,2026-09-23T09:48:54.951Z,2026-09-23T09:48:54.111Z,2026-09-23T09:48:57.089Z,7e381f71c289
Base->SOL,3,skip-go,99.681579,False,99.71585,,,99.71585,-3.43,0.05,1.57,1.082,OK,,2026-09-23T09:48:54.108Z,2026-09-23T09:48:54.951Z,2026-09-23T09:48:54.108Z,2026-09-23T09:48:56.033Z,7e381f71c289
Base->SOL,3,symbiosis,98.417809,False,98.394855,,,98.394855,2.3,0.05,7.3,2.295,OK,,2026-09-23T09:48:54.108Z,2026-09-23T09:48:54.951Z,2026-09-23T09:48:54.108Z,2026-09-23T09:48:57.246Z,7e381f71c289
