route,sample,venue,bridg_listed,bridg_compare_only,direct_out,direct_fixed_fee,direct_out_fee_adj,direct_cmp,gap_bps,bridg_fee_observed,gap_ex_bridg_fee_bps,gap_s,venue_status,direct_note,bridg_requestStart,bridg_quoteVisible,venue_requestStart,venue_quoteVisible,run_id
SOL->ETH,1,relay,99.704762,False,99.786475,,,99.786475,-8.17,0.05,-3.17,0.532,OK,,2026-09-23T08:49:32.082Z,2026-09-23T08:49:32.975Z,2026-09-23T08:49:32.082Z,2026-09-23T08:49:33.507Z,b7ce094d17c1
SOL->ETH,1,debridge,98.654123,False,99.920018,1.2928,98.627218,98.627218,2.69,0.05,7.69,0.552,OK,+1.2928 USDC charged on top of 100 input (subtracted),2026-09-23T08:49:32.082Z,2026-09-23T08:49:32.975Z,2026-09-23T08:49:32.082Z,2026-09-23T08:49:33.527Z,b7ce094d17c1
SOL->ETH,1,lifi,99.011699,False,99.786475,,,99.786475,-77.48,0.05,-72.48,2.582,OK,Jumper Best Return via Relay; max route 99.99,2026-09-23T08:49:32.082Z,2026-09-23T08:49:32.975Z,2026-09-23T08:49:32.083Z,2026-09-23T08:49:35.557Z,b7ce094d17c1
SOL->ETH,1,across,99.940005,False,99.99,,,99.99,-5.0,0.05,0.0,0.298,OK,,2026-09-23T08:49:32.082Z,2026-09-23T08:49:32.975Z,2026-09-23T08:49:32.082Z,2026-09-23T08:49:33.273Z,b7ce094d17c1
SOL->ETH,1,mayan,99.277913,True,99.0274,,,99.0274,25.05,0.05,30.05,0.255,OK,Swift v2; UI shows 4 dp,2026-09-23T08:49:32.082Z,2026-09-23T08:49:32.975Z,2026-09-23T08:49:32.081Z,2026-09-23T08:49:33.230Z,b7ce094d17c1
ETH->SOL,1,relay,99.689232,False,99.945561,,,99.945561,-25.63,0.05,-20.63,0.552,OK,,2026-09-23T08:49:56.913Z,2026-09-23T08:49:57.799Z,2026-09-23T08:49:56.914Z,2026-09-23T08:49:58.351Z,bd650a4c2241
ETH->SOL,1,debridge,98.765912,False,99.920018,1.1553,98.764718,98.764718,0.12,0.05,5.12,0.56,OK,+1.1553 USDC charged on top of 100 input (subtracted),2026-09-23T08:49:56.913Z,2026-09-23T08:49:57.799Z,2026-09-23T08:49:56.914Z,2026-09-23T08:49:58.359Z,bd650a4c2241
ETH->SOL,1,lifi,98.980963,False,99.945561,,,99.945561,-96.46,0.05,-91.46,1.909,OK,Jumper Best Return via Relay; max route 100.0,2026-09-23T08:49:56.913Z,2026-09-23T08:49:57.799Z,2026-09-23T08:49:56.915Z,2026-09-23T08:49:59.708Z,bd650a4c2241
ETH->SOL,1,across,,,99.99,,,99.99,,0.05,,0.075,OK,,2026-09-23T08:49:56.913Z,2026-09-23T08:49:57.799Z,2026-09-23T08:49:56.914Z,2026-09-23T08:49:57.874Z,bd650a4c2241
ETH->SOL,1,mayan,99.469758,False,99.519,,,99.519,-4.92,0.05,0.08,0.251,OK,Swift v2; UI shows 3 dp,2026-09-23T08:49:56.913Z,2026-09-23T08:49:57.799Z,2026-09-23T08:49:56.913Z,2026-09-23T08:49:58.050Z,bd650a4c2241
SOL->BSC,1,relay,99.598111,False,99.643537,,,99.643537,-4.54,0.05,0.46,0.537,OK,,2026-09-23T08:50:23.397Z,2026-09-23T08:50:24.284Z,2026-09-23T08:50:23.397Z,2026-09-23T08:50:24.821Z,e4dfc2fcbd99
SOL->BSC,1,debridge,98.644292,False,99.920016,1.2767,98.643316,98.643316,0.1,0.05,5.1,0.554,OK,+1.2767 USDC charged on top of 100 input (subtracted),2026-09-23T08:50:23.397Z,2026-09-23T08:50:24.284Z,2026-09-23T08:50:23.397Z,2026-09-23T08:50:24.838Z,e4dfc2fcbd99
SOL->BSC,1,lifi,99.228004,False,99.930539,,,99.930539,-70.25,0.05,-65.25,0.72,OK,Jumper Best Return via Mayan (Swift); max route 99.930539,2026-09-23T08:50:23.397Z,2026-09-23T08:50:24.284Z,2026-09-23T08:50:23.398Z,2026-09-23T08:50:25.004Z,e4dfc2fcbd99
SOL->BSC,1,across,,,99.982012,,,99.982012,,0.05,,0.311,OK,,2026-09-23T08:50:23.397Z,2026-09-23T08:50:24.284Z,2026-09-23T08:50:23.397Z,2026-09-23T08:50:24.595Z,e4dfc2fcbd99
SOL->BSC,1,mayan,99.880694,True,99.93,,,99.93,-4.93,0.05,0.07,0.239,OK,Swift v2; UI shows 2 dp,2026-09-23T08:50:23.397Z,2026-09-23T08:50:24.284Z,2026-09-23T08:50:23.396Z,2026-09-23T08:50:24.523Z,e4dfc2fcbd99
BSC->SOL,1,relay,99.630319,False,99.885578,,,99.885578,-25.53,0.05,-20.53,0.791,OK,,2026-09-23T08:50:48.664Z,2026-09-23T08:50:49.540Z,2026-09-23T08:50:48.665Z,2026-09-23T08:50:50.331Z,584cd6137d7c
BSC->SOL,1,debridge,98.874504,False,99.920017,1.0464,98.873617,98.873617,0.09,0.05,5.09,0.581,OK,+1.0464 USDC charged on top of 100 input (subtracted),2026-09-23T08:50:48.664Z,2026-09-23T08:50:49.540Z,2026-09-23T08:50:48.665Z,2026-09-23T08:50:50.121Z,584cd6137d7c
BSC->SOL,1,lifi,99.199736,False,99.885578,,,99.885578,-68.58,0.05,-63.58,1.621,OK,Jumper Best Return via Relay; max route 99.885578,2026-09-23T08:50:48.664Z,2026-09-23T08:50:49.540Z,2026-09-23T08:50:48.665Z,2026-09-23T08:50:51.161Z,584cd6137d7c
BSC->SOL,1,across,,,,,,,,0.05,,,ENTER_FAILED,,2026-09-23T08:50:48.664Z,2026-09-23T08:50:49.540Z,2026-09-23T08:50:48.665Z,,584cd6137d7c
BSC->SOL,1,mayan,99.631802,False,99.681,,,99.681,-4.92,0.05,0.08,0.247,OK,Swift v2; UI shows 3 dp,2026-09-23T08:50:48.664Z,2026-09-23T08:50:49.540Z,2026-09-23T08:50:48.664Z,2026-09-23T08:50:49.787Z,584cd6137d7c
SOL->Base,1,relay,99.900428,False,99.952199,,,99.952199,-5.18,0.05,-0.18,0.267,OK,,2026-09-23T08:51:38.250Z,2026-09-23T08:51:39.677Z,2026-09-23T08:51:38.251Z,2026-09-23T08:51:39.944Z,86519fe6d6be
SOL->Base,1,debridge,98.84791,False,99.920018,1.073,98.847018,98.847018,0.09,0.05,5.09,0.013,OK,+1.073 USDC charged on top of 100 input (subtracted),2026-09-23T08:51:38.250Z,2026-09-23T08:51:39.677Z,2026-09-23T08:51:38.251Z,2026-09-23T08:51:39.690Z,86519fe6d6be
SOL->Base,1,lifi,99.500625,False,100.0,,,100.0,-49.94,0.05,-44.94,0.553,OK,Jumper Best Return via Eco; max route 100.0,2026-09-23T08:51:38.250Z,2026-09-23T08:51:39.677Z,2026-09-23T08:51:38.251Z,2026-09-23T08:51:40.230Z,86519fe6d6be
SOL->Base,1,across,99.940005,False,99.99,,,99.99,-5.0,0.05,0.0,0.493,OK,,2026-09-23T08:51:38.250Z,2026-09-23T08:51:39.677Z,2026-09-23T08:51:38.250Z,2026-09-23T08:51:39.184Z,86519fe6d6be
SOL->Base,1,mayan,99.877793,True,99.927,,,99.927,-4.92,0.05,0.08,0.296,OK,Swift v2; UI shows 3 dp,2026-09-23T08:51:38.250Z,2026-09-23T08:51:39.677Z,2026-09-23T08:51:38.250Z,2026-09-23T08:51:39.381Z,86519fe6d6be
Base->SOL,1,relay,99.689369,False,99.945577,,,99.945577,-25.62,0.05,-20.62,1.049,OK,,2026-09-23T08:52:04.716Z,2026-09-23T08:52:05.401Z,2026-09-23T08:52:04.716Z,2026-09-23T08:52:06.450Z,a58011136e78
Base->SOL,1,debridge,98.869533,False,99.920018,1.0406,98.879418,98.879418,-0.99,0.05,4.01,0.536,OK,+1.0406 USDC charged on top of 100 input (subtracted),2026-09-23T08:52:04.716Z,2026-09-23T08:52:05.401Z,2026-09-23T08:52:04.717Z,2026-09-23T08:52:05.937Z,a58011136e78
Base->SOL,1,lifi,98.981313,False,100.0,,,100.0,-101.87,0.05,-96.87,1.056,OK,Jumper Best Return via Polymer (Standard); max route 100.0,2026-09-23T08:52:04.716Z,2026-09-23T08:52:05.401Z,2026-09-23T08:52:04.717Z,2026-09-23T08:52:06.457Z,a58011136e78
Base->SOL,1,across,,,99.987,,,99.987,,0.05,,0.274,OK,,2026-09-23T08:52:04.716Z,2026-09-23T08:52:05.401Z,2026-09-23T08:52:04.716Z,2026-09-23T08:52:05.675Z,a58011136e78
Base->SOL,1,mayan,99.629845,False,99.681,,,99.681,-5.12,0.05,-0.12,0.444,OK,Swift v2; UI shows 3 dp,2026-09-23T08:52:04.716Z,2026-09-23T08:52:05.401Z,2026-09-23T08:52:04.716Z,2026-09-23T08:52:05.845Z,a58011136e78
SOL->ETH,2,relay,99.592062,False,99.725416,,,99.725416,-13.34,0.05,-8.34,1.262,OK,,2026-09-23T08:52:29.654Z,2026-09-23T08:52:30.364Z,2026-09-23T08:52:29.654Z,2026-09-23T08:52:31.626Z,c42e70db0240
SOL->ETH,2,debridge,98.582194,False,99.920018,1.3389,98.581118,98.581118,0.11,0.1,10.11,0.762,OK,+1.3389 USDC charged on top of 100 input (subtracted),2026-09-23T08:52:29.654Z,2026-09-23T08:52:30.364Z,2026-09-23T08:52:29.654Z,2026-09-23T08:52:31.126Z,c42e70db0240
SOL->ETH,2,lifi,98.969211,False,99.733083,,,99.733083,-76.39,0.1,-66.39,3.541,OK,Jumper Best Return via Layerswap; max route 99.99,2026-09-23T08:52:29.654Z,2026-09-23T08:52:30.364Z,2026-09-23T08:52:29.654Z,2026-09-23T08:52:33.905Z,c42e70db0240
SOL->ETH,2,across,99.89001,False,99.99,,,99.99,-10.0,0.1,0.0,0.509,OK,,2026-09-23T08:52:29.654Z,2026-09-23T08:52:30.364Z,2026-09-23T08:52:29.653Z,2026-09-23T08:52:30.873Z,c42e70db0240
SOL->ETH,2,mayan,99.00449,True,99.0044,,,99.0044,0.01,0.1,10.01,0.473,OK,Swift v2; UI shows 4 dp,2026-09-23T08:52:29.654Z,2026-09-23T08:52:30.364Z,2026-09-23T08:52:29.653Z,2026-09-23T08:52:30.837Z,c42e70db0240
ETH->SOL,2,relay,99.690078,False,99.945582,,,99.945582,-25.55,0.05,-20.55,0.795,OK,,2026-09-23T08:52:55.333Z,2026-09-23T08:52:56.258Z,2026-09-23T08:52:55.333Z,2026-09-23T08:52:57.053Z,7432625c9b34
ETH->SOL,2,debridge,98.74513,False,99.920018,1.1758,98.744218,98.744218,0.09,0.05,5.09,0.554,OK,+1.1758 USDC charged on top of 100 input (subtracted),2026-09-23T08:52:55.333Z,2026-09-23T08:52:56.258Z,2026-09-23T08:52:55.333Z,2026-09-23T08:52:56.812Z,7432625c9b34
ETH->SOL,2,lifi,98.983677,False,99.945582,,,99.945582,-96.19,0.0,-96.19,1.73,OK,Jumper Best Return via Relay; max route 100.0,2026-09-23T08:52:55.333Z,2026-09-23T08:52:56.258Z,2026-09-23T08:52:55.333Z,2026-09-23T08:52:57.988Z,7432625c9b34
ETH->SOL,2,across,,,99.99,,,99.99,,0.05,,0.062,OK,,2026-09-23T08:52:55.333Z,2026-09-23T08:52:56.258Z,2026-09-23T08:52:55.333Z,2026-09-23T08:52:56.320Z,7432625c9b34
ETH->SOL,2,mayan,99.483843,False,99.4788,,,99.4788,0.5,0.05,5.5,0.251,OK,Swift v2; UI shows 4 dp,2026-09-23T08:52:55.333Z,2026-09-23T08:52:56.258Z,2026-09-23T08:52:55.332Z,2026-09-23T08:52:56.509Z,7432625c9b34
SOL->BSC,2,relay,99.600022,False,99.650424,,,99.650424,-5.04,0.1,4.96,0.807,OK,,2026-09-23T08:53:20.473Z,2026-09-23T08:53:21.359Z,2026-09-23T08:53:20.473Z,2026-09-23T08:53:22.166Z,13c4af66186d
SOL->BSC,2,debridge,98.648703,False,99.920015,1.2723,98.647715,98.647715,0.1,0.1,10.1,0.555,OK,+1.2723 USDC charged on top of 100 input (subtracted),2026-09-23T08:53:20.473Z,2026-09-23T08:53:21.359Z,2026-09-23T08:53:20.473Z,2026-09-23T08:53:21.914Z,13c4af66186d
SOL->BSC,2,lifi,99.178404,False,99.930539,,,99.930539,-75.21,0.1,-65.21,1.657,OK,Jumper Best Return via Mayan (Swift); max route 99.930539,2026-09-23T08:53:20.473Z,2026-09-23T08:53:21.359Z,2026-09-23T08:53:20.473Z,2026-09-23T08:53:23.016Z,13c4af66186d
SOL->BSC,2,across,,,99.982057,,,99.982057,,0.1,,0.305,OK,,2026-09-23T08:53:20.473Z,2026-09-23T08:53:21.359Z,2026-09-23T08:53:20.473Z,2026-09-23T08:53:21.664Z,13c4af66186d
SOL->BSC,2,mayan,99.880725,True,99.93,,,99.93,-4.93,0.1,5.07,0.25,OK,Swift v2; UI shows 2 dp,2026-09-23T08:53:20.473Z,2026-09-23T08:53:21.359Z,2026-09-23T08:53:20.472Z,2026-09-23T08:53:21.609Z,13c4af66186d
BSC->SOL,2,relay,99.630098,False,99.885577,,,99.885577,-25.55,0.05,-20.55,0.767,OK,,2026-09-23T08:53:45.875Z,2026-09-23T08:53:46.761Z,2026-09-23T08:53:45.875Z,2026-09-23T08:53:47.528Z,2c8268a75d7e
BSC->SOL,2,debridge,98.878185,False,99.920017,1.0427,98.877317,98.877317,0.09,0.05,5.09,0.788,OK,+1.0427 USDC charged on top of 100 input (subtracted),2026-09-23T08:53:45.875Z,2026-09-23T08:53:46.761Z,2026-09-23T08:53:45.875Z,2026-09-23T08:53:47.549Z,2c8268a75d7e
BSC->SOL,2,lifi,98.863523,False,120.36486,,,,,0.05,,1.412,OK,Jumper Best Return via Mayan (Swift); max route 120.36486 | ANOMALY: site displayed 120.36486 out for 100 in (excluded),2026-09-23T08:53:45.875Z,2026-09-23T08:53:46.761Z,2026-09-23T08:53:45.876Z,2026-09-23T08:53:48.173Z,2c8268a75d7e
BSC->SOL,2,across,,,,,,,,0.05,,,ENTER_FAILED,,2026-09-23T08:53:45.875Z,2026-09-23T08:53:46.761Z,2026-09-23T08:53:45.875Z,,2c8268a75d7e
BSC->SOL,2,mayan,99.631734,False,99.681,,,99.681,-4.93,0.05,0.07,0.242,OK,Swift v2; UI shows 3 dp,2026-09-23T08:53:45.875Z,2026-09-23T08:53:46.761Z,2026-09-23T08:53:45.875Z,2026-09-23T08:53:47.003Z,2c8268a75d7e
SOL->Base,2,relay,99.901075,False,99.952681,,,99.952681,-5.16,0.05,-0.16,0.537,OK,,2026-09-23T08:54:35.005Z,2026-09-23T08:54:35.905Z,2026-09-23T08:54:35.005Z,2026-09-23T08:54:36.442Z,c16c27349222
SOL->Base,2,debridge,98.852577,False,99.920018,1.0683,98.851718,98.851718,0.09,0.05,5.09,0.537,OK,+1.0683 USDC charged on top of 100 input (subtracted),2026-09-23T08:54:35.005Z,2026-09-23T08:54:35.905Z,2026-09-23T08:54:35.005Z,2026-09-23T08:54:36.442Z,c16c27349222
SOL->Base,2,lifi,99.500625,False,100.0,,,100.0,-49.94,0.05,-44.94,1.778,OK,Jumper Best Return via Eco; max route 100.0,2026-09-23T08:54:35.005Z,2026-09-23T08:54:35.905Z,2026-09-23T08:54:35.006Z,2026-09-23T08:54:37.683Z,c16c27349222
SOL->Base,2,across,99.940005,False,99.99,,,99.99,-5.0,0.05,0.0,0.033,OK,,2026-09-23T08:54:35.005Z,2026-09-23T08:54:35.905Z,2026-09-23T08:54:35.005Z,2026-09-23T08:54:35.938Z,c16c27349222
SOL->Base,2,mayan,99.877786,True,99.927,,,99.927,-4.92,0.05,0.08,0.252,OK,Swift v2; UI shows 3 dp,2026-09-23T08:54:35.005Z,2026-09-23T08:54:35.905Z,2026-09-23T08:54:35.004Z,2026-09-23T08:54:36.157Z,c16c27349222
Base->SOL,2,relay,99.690415,False,99.94558,,,99.94558,-25.52,0.05,-20.52,1.048,OK,,2026-09-23T08:55:00.601Z,2026-09-23T08:55:01.486Z,2026-09-23T08:55:00.601Z,2026-09-23T08:55:02.534Z,9785d2ec7e0e
Base->SOL,2,debridge,98.880278,False,99.920018,1.0442,98.875818,98.875818,0.45,0.05,5.45,0.543,OK,+1.0442 USDC charged on top of 100 input (subtracted),2026-09-23T08:55:00.601Z,2026-09-23T08:55:01.486Z,2026-09-23T08:55:00.602Z,2026-09-23T08:55:02.029Z,9785d2ec7e0e
Base->SOL,2,lifi,98.983291,False,100.0,,,100.0,-101.67,0.05,-96.67,1.636,OK,Jumper Best Return via Polymer (Standard); max route 100.0,2026-09-23T08:55:00.601Z,2026-09-23T08:55:01.486Z,2026-09-23T08:55:00.602Z,2026-09-23T08:55:03.122Z,9785d2ec7e0e
Base->SOL,2,across,,,99.987,,,99.987,,0.05,,0.542,OK,,2026-09-23T08:55:00.601Z,2026-09-23T08:55:01.486Z,2026-09-23T08:55:00.602Z,2026-09-23T08:55:02.028Z,9785d2ec7e0e
Base->SOL,2,mayan,99.631496,False,99.681,,,99.681,-4.95,0.05,0.05,0.244,OK,Swift v2; UI shows 3 dp,2026-09-23T08:55:00.601Z,2026-09-23T08:55:01.486Z,2026-09-23T08:55:00.601Z,2026-09-23T08:55:01.730Z,9785d2ec7e0e
SOL->ETH,3,relay,99.775653,False,99.86262,,,99.86262,-8.7,0.05,-3.7,0.549,OK,,2026-09-23T08:55:24.663Z,2026-09-23T08:55:25.556Z,2026-09-23T08:55:24.664Z,2026-09-23T08:55:26.105Z,15cea2e82aeb
SOL->ETH,3,debridge,98.61746,False,99.880034,1.734,98.146034,98.146034,47.14,0.05,52.14,1.311,OK,+1.734 USDC charged on top of 100 input (subtracted),2026-09-23T08:55:24.663Z,2026-09-23T08:55:25.556Z,2026-09-23T08:55:24.664Z,2026-09-23T08:55:26.867Z,15cea2e82aeb
SOL->ETH,3,lifi,99.155805,False,99.864782,,,99.864782,-70.9,0.05,-65.9,3.759,OK,Jumper Best Return via Relay; max route 99.99,2026-09-23T08:55:24.663Z,2026-09-23T08:55:25.556Z,2026-09-23T08:55:24.664Z,2026-09-23T08:55:29.315Z,15cea2e82aeb
SOL->ETH,3,across,99.940005,False,99.99,,,99.99,-5.0,0.05,0.0,0.072,OK,,2026-09-23T08:55:24.663Z,2026-09-23T08:55:25.556Z,2026-09-23T08:55:24.664Z,2026-09-23T08:55:25.628Z,15cea2e82aeb
SOL->ETH,3,mayan,99.01325,True,99.0132,,,99.0132,0.01,0.05,5.01,0.502,OK,Swift v2; UI shows 4 dp,2026-09-23T08:55:24.663Z,2026-09-23T08:55:25.556Z,2026-09-23T08:55:24.663Z,2026-09-23T08:55:26.058Z,15cea2e82aeb
ETH->SOL,3,relay,99.690078,False,99.945575,,,99.945575,-25.55,0.05,-20.55,0.525,OK,,2026-09-23T08:55:50.442Z,2026-09-23T08:55:51.334Z,2026-09-23T08:55:50.442Z,2026-09-23T08:55:51.859Z,8ee3e69a76bf
ETH->SOL,3,debridge,98.748705,False,99.920018,1.1509,98.769118,98.769118,-2.04,0.05,2.96,0.57,OK,+1.1509 USDC charged on top of 100 input (subtracted),2026-09-23T08:55:50.442Z,2026-09-23T08:55:51.334Z,2026-09-23T08:55:50.442Z,2026-09-23T08:55:51.904Z,8ee3e69a76bf
ETH->SOL,3,lifi,98.983335,False,99.945575,,,99.945575,-96.22,0.05,-91.22,1.301,OK,Jumper Best Return via Relay; max route 100.0,2026-09-23T08:55:50.442Z,2026-09-23T08:55:51.334Z,2026-09-23T08:55:50.443Z,2026-09-23T08:55:52.635Z,8ee3e69a76bf
ETH->SOL,3,across,,,99.99,,,99.99,,0.05,,0.313,OK,,2026-09-23T08:55:50.442Z,2026-09-23T08:55:51.334Z,2026-09-23T08:55:50.442Z,2026-09-23T08:55:51.647Z,8ee3e69a76bf
ETH->SOL,3,mayan,99.432661,False,99.4311,,,99.4311,0.16,0.05,5.16,0.249,OK,Swift v2; UI shows 4 dp,2026-09-23T08:55:50.442Z,2026-09-23T08:55:51.334Z,2026-09-23T08:55:50.441Z,2026-09-23T08:55:51.583Z,8ee3e69a76bf
SOL->BSC,3,relay,99.574047,False,99.632586,,,99.632586,-5.85,0.05,-0.85,0.559,OK,,2026-09-23T08:56:14.455Z,2026-09-23T08:56:15.336Z,2026-09-23T08:56:14.456Z,2026-09-23T08:56:15.895Z,ad50037180fc
SOL->BSC,3,debridge,98.647045,False,99.880031,1.7766,98.103431,98.103431,54.36,0.05,59.36,1.571,OK,+1.7766 USDC charged on top of 100 input (subtracted),2026-09-23T08:56:14.455Z,2026-09-23T08:56:15.336Z,2026-09-23T08:56:14.456Z,2026-09-23T08:56:16.907Z,ad50037180fc
SOL->BSC,3,lifi,99.178408,False,99.930671,,,99.930671,-75.23,0.05,-70.23,1.59,OK,Jumper Best Return via Mayan (Swift); max route 99.930671,2026-09-23T08:56:14.455Z,2026-09-23T08:56:15.336Z,2026-09-23T08:56:14.456Z,2026-09-23T08:56:16.926Z,ad50037180fc
SOL->BSC,3,across,,,99.982132,,,99.982132,,0.05,,0.069,OK,,2026-09-23T08:56:14.455Z,2026-09-23T08:56:15.336Z,2026-09-23T08:56:14.455Z,2026-09-23T08:56:15.405Z,ad50037180fc
SOL->BSC,3,mayan,99.880708,True,99.93,,,99.93,-4.93,0.05,0.07,0.25,OK,Swift v2; UI shows 2 dp,2026-09-23T08:56:14.455Z,2026-09-23T08:56:15.336Z,2026-09-23T08:56:14.455Z,2026-09-23T08:56:15.586Z,ad50037180fc
BSC->SOL,3,relay,99.630254,False,99.885574,,,99.885574,-25.53,0.05,-20.53,0.582,OK,,2026-09-23T08:56:39.600Z,2026-09-23T08:56:40.498Z,2026-09-23T08:56:39.600Z,2026-09-23T08:56:41.080Z,a8c2d53ba01d
BSC->SOL,3,debridge,98.874392,False,99.880032,1.0749,98.805132,98.805132,6.93,0.05,11.93,1.074,OK,+1.0749 USDC charged on top of 100 input (subtracted),2026-09-23T08:56:39.600Z,2026-09-23T08:56:40.498Z,2026-09-23T08:56:39.600Z,2026-09-23T08:56:41.572Z,a8c2d53ba01d
BSC->SOL,3,lifi,98.863885,False,99.885574,,,99.885574,-102.17,0.05,-97.17,1.57,OK,Jumper Best Return via Relay; max route 99.885574,2026-09-23T08:56:39.600Z,2026-09-23T08:56:40.498Z,2026-09-23T08:56:39.601Z,2026-09-23T08:56:42.068Z,a8c2d53ba01d
BSC->SOL,3,across,,,99.981998,,,99.981998,,0.05,,0.075,OK,,2026-09-23T08:56:39.600Z,2026-09-23T08:56:40.498Z,2026-09-23T08:56:39.600Z,2026-09-23T08:56:40.573Z,a8c2d53ba01d
BSC->SOL,3,mayan,99.631392,False,99.681,,,99.681,-4.96,0.05,0.04,0.3,OK,Swift v2; UI shows 3 dp,2026-09-23T08:56:39.600Z,2026-09-23T08:56:40.498Z,2026-09-23T08:56:39.599Z,2026-09-23T08:56:40.798Z,a8c2d53ba01d
SOL->Base,3,relay,99.901311,False,99.952858,,,99.952858,-5.15,0.05,-0.15,0.544,OK,,2026-09-23T08:57:05.518Z,2026-09-23T08:57:06.405Z,2026-09-23T08:57:05.517Z,2026-09-23T08:57:06.949Z,5ed58b48af1c
SOL->Base,3,debridge,98.854421,False,99.920018,1.0664,98.853618,98.853618,0.08,0.05,5.08,0.544,OK,+1.0664 USDC charged on top of 100 input (subtracted),2026-09-23T08:57:05.518Z,2026-09-23T08:57:06.405Z,2026-09-23T08:57:05.518Z,2026-09-23T08:57:06.949Z,5ed58b48af1c
SOL->Base,3,lifi,99.500625,False,100.0,,,100.0,-49.94,0.05,-44.94,1.78,OK,Jumper Best Return via Eco; max route 100.0,2026-09-23T08:57:05.518Z,2026-09-23T08:57:06.405Z,2026-09-23T08:57:05.518Z,2026-09-23T08:57:08.185Z,5ed58b48af1c
SOL->Base,3,across,99.940005,False,99.99,,,99.99,-5.0,0.05,0.0,0.307,OK,,2026-09-23T08:57:05.518Z,2026-09-23T08:57:06.405Z,2026-09-23T08:57:05.517Z,2026-09-23T08:57:06.712Z,5ed58b48af1c
SOL->Base,3,mayan,99.877786,True,99.927,,,99.927,-4.92,0.05,0.08,0.248,OK,Swift v2; UI shows 3 dp,2026-09-23T08:57:05.518Z,2026-09-23T08:57:06.405Z,2026-09-23T08:57:05.517Z,2026-09-23T08:57:06.653Z,5ed58b48af1c
Base->SOL,3,relay,99.690205,False,99.945573,,,99.945573,-25.54,0.05,-20.54,0.763,OK,,2026-09-23T08:57:30.229Z,2026-09-23T08:57:31.117Z,2026-09-23T08:57:30.230Z,2026-09-23T08:57:31.880Z,cd4aac21cb4b
Base->SOL,3,debridge,98.880447,False,99.920018,1.0404,98.879618,98.879618,0.08,0.05,5.08,0.317,OK,+1.0404 USDC charged on top of 100 input (subtracted),2026-09-23T08:57:30.229Z,2026-09-23T08:57:31.117Z,2026-09-23T08:57:30.230Z,2026-09-23T08:57:31.434Z,cd4aac21cb4b
Base->SOL,3,lifi,98.982837,False,100.0,,,100.0,-101.72,0.05,-96.72,1.328,OK,Jumper Best Return via Polymer (Standard); max route 100.0,2026-09-23T08:57:30.229Z,2026-09-23T08:57:31.117Z,2026-09-23T08:57:30.230Z,2026-09-23T08:57:32.445Z,cd4aac21cb4b
Base->SOL,3,across,,,99.987,,,99.987,,0.05,,0.053,OK,,2026-09-23T08:57:30.229Z,2026-09-23T08:57:31.117Z,2026-09-23T08:57:30.230Z,2026-09-23T08:57:31.170Z,cd4aac21cb4b
Base->SOL,3,mayan,99.631057,False,99.68,,,99.68,-4.89,0.05,0.11,0.243,OK,Swift v2; UI shows 2 dp,2026-09-23T08:57:30.229Z,2026-09-23T08:57:31.117Z,2026-09-23T08:57:30.229Z,2026-09-23T08:57:31.360Z,cd4aac21cb4b
BSC->SOL,1,across,,,,,,,,0.05,,,ENTER_FAILED,,2026-09-23T08:58:36.963Z,2026-09-23T08:58:38.114Z,2026-09-23T08:58:36.963Z,,345eb5547040
BSC->SOL,2,across,,,,,,,,0.05,,,ENTER_FAILED,,2026-09-23T08:59:48.460Z,2026-09-23T08:59:50.103Z,2026-09-23T08:59:48.459Z,,5919993a1583
BSC->SOL,3,across,,,99.982169,,,99.982169,,0.05,,0.047,OK,,2026-09-23T09:01:00.002Z,2026-09-23T09:01:01.138Z,2026-09-23T09:01:00.001Z,2026-09-23T09:01:01.185Z,38a3cdfed29c
SOL->ETH,1,relay,99.693094,False,99.898059,,,99.898059,-20.5,0.05,-15.5,0.869,OK,,2026-09-23T09:38:07.965Z,2026-09-23T09:38:09.089Z,2026-09-23T09:38:07.965Z,2026-09-23T09:38:09.958Z,ff7bbb2f504b
SOL->ETH,1,debridge,98.663745,False,99.880033,1.696,98.184033,98.184033,47.97,0.05,52.97,1.046,OK,+1.696 USDC charged on top of 100 input (subtracted),2026-09-23T09:38:07.965Z,2026-09-23T09:38:09.089Z,2026-09-23T09:38:07.966Z,2026-09-23T09:38:10.135Z,ff7bbb2f504b
SOL->ETH,1,lifi,98.988465,False,99.898059,,,99.898059,-90.96,0.05,-85.96,0.891,OK,Jumper Best Return via Relay; max route 99.99,2026-09-23T09:38:07.965Z,2026-09-23T09:38:09.089Z,2026-09-23T09:38:07.967Z,2026-09-23T09:38:09.980Z,ff7bbb2f504b
SOL->ETH,1,across,99.940005,False,99.99,,,99.99,-5.0,0.05,0.0,0.372,OK,,2026-09-23T09:38:07.965Z,2026-09-23T09:38:09.089Z,2026-09-23T09:38:07.965Z,2026-09-23T09:38:09.461Z,ff7bbb2f504b
SOL->ETH,1,mayan,99.250448,True,99.3,,,99.3,-4.96,0.05,0.04,0.229,OK,Swift v2; UI shows 1 dp,2026-09-23T09:38:07.965Z,2026-09-23T09:38:09.089Z,2026-09-23T09:38:07.964Z,2026-09-23T09:38:09.318Z,ff7bbb2f504b
